sale_id,date,product_id,store_id,quantity,price
1173,2023-10-15,7,5,1,91.15
611,2023-03-05,8,3,2,44.06
920,2023-10-14,8,3,5,45.84
256,2023-05-21,13,5,3,961.04
1334,2024-11-06,9,1,4,335.7
98,2024-05-31,8,8,2,46.1
254,2024-11-25,9,5,1,339.25
726,2023-08-03,13,3,5,1025.42
1040,2024-06-26,7,8,4,91.18
1285,2023-10-19,8,3,5,46.91
532,2024-01-03,15,8,2,192.93
764,2024-07-25,14,1,1,80.13
123,2024-01-15,3,6,1,25863.59
227,2024-01-06,9,2,4,349.13
1035,2023-01-09,3,5,2,25900.34
866,2024-02-25,10,3,5,527.29
623,2023-03-18,1,2,1,31197.09
495,2023-07-20,8,3,3,42.78
530,2024-10-12,9,3,5,337.37
1214,2024-07-07,10,8,5,543.13
1106,2023-12-06,13,6,1,1045.91
58,2023-09-29,4,6,1,9330.96
48,2024-02-04,7,8,3,88.31
328,2023-02-28,3,7,2,25022.7
1302,2023-12-26,7,8,5,85.33
698,2024-06-01,8,2,1,43.84
1068,2023-10-29,10,1,5,539.95
640,2023-02-27,6,4,1,4000.55
1131,2023-08-18,4,5,2,8892.98
1048,2023-11-13,11,3,4,313.82
191,2023-05-27,6,5,2,3892.38
438,2023-05-27,15,4,4,195.03
582,2023-03-26,10,3,3,497.39
1108,2023-06-19,9,7,2,352.32
1066,2024-10-07,15,4,3,197.8
259,2023-02-13,8,8,1,46.63
799,2023-07-27,10,8,2,540.36
686,2024-11-01,8,8,1,43.52
1101,2023-12-13,15,8,4,204.92
9789,,15,5,1,100.0
173,2024-02-29,7,5,1,87.07
618,2023-12-02,4,4,2,8896.72
405,2024-04-14,10,3,1,531.28
829,2023-03-29,7,6,2,88.22
1329,2024-09-03,9,6,2,356.33
708,2024-09-15,7,2,4,85.12
1429,2024-12-31,5,5,2,10236.2
906,2023-10-03,5,4,2,10226.88
1336,2023-05-07,15,4,5,206.98
1267,2024-04-21,10,6,3,502.15
1279,2024-03-30,12,1,3,62969.21
1115,2023-04-11,14,3,2,80.77
421,2024-03-01,8,1,5,44.83
1319,2023-10-07,7,6,1,87.13
914,2023-12-22,8,3,4,47.14
828,2023-05-25,4,1,2,9023.4
1435,2024-12-26,8,5,1,43.18
301,2024-01-19,6,6,1,4125.33
1251,2024-10-15,15,3,5,208.36
1081,2024-11-06,8,7,4,43.11
573,2023-09-12,9,5,1,361.14
17,2023-03-09,5,6,1,10145.28
705,2024-01-21,14,8,3,76.77
643,2024-08-23,11,3,1,309.36
1478,2024-09-10,6,2,2,4003.72
624,2024-03-30,13,2,3,961.29
1134,2023-06-24,7,6,5,89.66
1436,2023-03-02,2,4,2,57234.84
1395,2023-06-03,5,4,2,9954.2
824,2023-11-05,10,5,4,512.85
859,2023-12-05,11,8,4,298.37
606,2024-11-04,8,5,1,43.67
1065,2024-02-10,15,1,5,196.76
9349,,13,6,1,100.0
1461,2024-02-13,3,4,1,24711.37
1294,2024-03-28,7,2,4,92.56
119,2023-04-21,9,5,5,355.19
1177,2024-09-01,15,3,4,204.03
310,2024-11-11,10,6,1,542.53
1314,2023-10-11,8,2,5,46.11
1353,2024-12-12,9,2,2,333.81
76,2023-07-17,8,5,1,47.1
806,2024-07-17,7,6,5,86.51
126,2024-08-29,7,4,1,87.03
889,2024-06-17,7,1,2,90.25
337,2023-05-19,14,8,2,82.15
823,2023-03-16,7,2,3,91.55
645,2023-12-11,7,3,2,91.07
693,2024-02-21,12,6,1,65089.24
174,2023-11-02,14,8,2,78.58
143,2024-02-15,8,1,2,43.42
1060,2024-03-25,14,8,3,81.9
1470,2023-05-11,11,5,2,299.69
21,2023-04-04,12,2,2,65818.27
299,2023-08-16,14,6,1,78.33
907,2023-08-29,11,5,2,290.9
61,2024-11-10,4,3,2,8644.27
741,2024-12-19,4,1,2,8918.86
1398,2023-06-30,10,1,4,533.65
1058,2024-02-23,13,1,3,1043.97
940,2023-06-09,3,7,2,24313.66
839,2024-01-04,4,6,2,8956.6
847,2024-09-20,11,3,4,288.81
